Title,SJR,SJR Best Quartile,H index,Total Docs. (2024),Total Docs. (3years),Total Refs.,Total Cites (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc.,%Female,APC (USD),Aging,Cancer Research,Cardiology and Cardiovascular Medicine,Community and Home Care,Complementary and Alternative Medicine,Critical Care and Intensive Care Medicine,Endocrinology,"Endocrinology, Diabetes and Metabolism",Gastroenterology,Geriatrics and Gerontology,Gerontology,Health Policy,Hematology,Hepatology,Immunology,Immunology and Allergy,Immunology and Microbiology,Infectious Diseases,Internal Medicine,Medicine,Nephrology,Oncology,Parasitology,Pulmonary and Respiratory Medicine,Reproductive Medicine,Respiratory Care,Rheumatology
Med,3.815,Q1,42,165,340,6701,1942,228,5.46,40.61,38.81,4270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Arthritis and Rheumatology,3.784,Q1,363,273,955,7958,6627,619,6.54,29.15,46.08,4241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Advanced Science,3.775,Q1,220,3211,4373,222730,68974,4362,14.85,69.36,36.83,4343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
JACC: CardioOncology,3.768,Q1,42,136,341,4226,1921,185,5.11,31.07,39.17,3997,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Journal of the American Society of Nephrology,3.749,Q1,332,278,795,8976,5166,585,5.56,32.29,41.54,4324,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Environmental Science and Technology,3.69,Q1,504,2133,5441,137685,66882,5272,11.73,64.55,40.18,4117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Clinical and Molecular Hepatology,3.635,Q1,65,149,266,4659,2472,166,10.01,31.27,36.28,3883,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
eClinicalMedicine,3.633,Q1,99,598,1620,26556,14619,1394,9.05,44.41,47.43,4228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Allergy: European Journal of Allergy and Clinical Immunology,3.622,Q1,213,467,1258,18310,8842,637,7.54,39.21,51.37,4122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Diabetologia,3.617,Q1,266,258,654,10822,5454,583,8.84,41.95,44.65,4186,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Diabetes Technology and Therapeutics,3.609,Q1,109,164,430,4913,2561,383,5.87,29.96,52.08,4011,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gut Microbes,3.609,Q1,129,388,749,33170,10087,737,11.05,85.49,46.58,4052,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Alzheimer's and Dementia,3.6,Q1,178,729,1635,42001,11241,1115,6.85,57.61,48.55,4371,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eBioMedicine,3.591,Q1,136,561,1701,30168,14633,1335,9.52,53.78,44.75,4074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ESMO Open,3.582,Q1,70,286,721,11090,4688,616,6.4,38.78,44.77,3925,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
JAMA Network Open,3.546,Q1,154,2471,6440,71987,46513,5455,6.89,29.13,48.95,4235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Metabolism: Clinical and Experimental,3.529,Q1,174,138,428,11969,5086,395,12.1,86.73,42.5,4031,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JACC: Cardiovascular Interventions,3.527,Q1,163,513,1741,7671,6338,911,3.5,14.95,19.55,4127,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
JHEP Reports,3.525,Q1,55,213,454,8735,3768,410,7.64,41.01,39.71,4118,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Clinical Gastroenterology and Hepatology,3.509,Q1,220,551,1884,11746,10761,1298,5.95,21.32,38.54,4069,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trends in Endocrinology and Metabolism,3.485,Q1,204,151,253,11117,2660,243,10.77,73.62,45.23,4058,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leukemia,3.458,Q1,229,365,1065,13266,7716,969,7.62,36.35,42.73,4261,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
International Journal of Transgender Health,3.422,Q1,60,182,102,9749,1800,93,20.75,53.57,57.45,3791,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
European Urology Oncology,3.419,Q1,56,214,336,0,2139,254,6.25,0,27.73,4033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Seminars in Immunology,3.417,Q1,153,25,219,3543,1689,200,7.17,141.72,54.05,4133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Circulation: Arrhythmia and Electrophysiology,3.416,Q1,139,112,330,2943,2084,269,6.51,26.28,23.46,4071,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Journal of Cachexia, Sarcopenia and Muscle",3.416,Q1,112,254,694,10047,7129,633,9.89,39.56,37.94,3999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FEMS Microbiology Reviews,3.408,Q1,261,32,209,6943,2601,205,12.08,216.97,47.4,4287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
eLife,3.379,Q1,225,1527,5627,0,35041,5440,5.59,0,39.73,4382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Annals of Internal Medicine,3.378,Q1,445,557,1954,8869,7647,937,3.69,15.92,46.77,4259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
npj Precision Oncology,3.37,Q1,46,280,328,15849,2481,322,7.81,56.6,39.6,4057,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Theranostics,3.37,Q1,177,405,1349,32645,18548,1349,12.72,80.6,40.77,3994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Cell Biology,3.359,Q1,422,255,805,15279,4737,761,5.08,59.92,44.06,4304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cardiovascular Diabetology,3.353,Q1,121,446,864,22728,8892,843,10.4,50.96,42.94,3988,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Journal of Experimental and Clinical Cancer Research,3.328,Q1,136,313,993,20207,11156,989,11.28,64.56,45.13,4006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Small,3.301,Q1,313,4823,5734,326148,78922,5716,13.59,67.62,35.1,4174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immunological Reviews,3.298,Q1,262,138,299,21082,2353,277,7.47,152.77,48.14,4383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Biomarker Research,3.296,Q1,60,157,279,18247,2775,242,9.74,116.22,41.57,3899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Medical Image Analysis,3.289,Q1,185,267,924,17597,14095,918,14.94,65.91,27.43,4201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Revista Espanola de Cardiologia (English edition),3.267,Q1,11,3,27,0,225,23,9.67,0,0,3550,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Internal Medicine,3.223,Q1,195,122,532,6055,4020,378,7.64,49.63,42.96,4073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
American Psychologist,3.2,Q1,283,163,401,9743,3450,397,5.35,59.77,51.06,4054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Sport and Health Science,3.197,Q1,76,109,244,5485,2359,207,9.05,50.32,37.93,3835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Human Reproduction Open,3.19,Q1,41,74,174,3252,1652,156,9.98,43.95,57.14,4123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Journal of Biomedical Science,3.172,Q1,120,102,282,10429,3198,282,11.86,102.25,40.82,3967,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Annual Review of Biomedical Engineering,3.168,Q1,162,22,51,3221,650,51,10.77,146.41,31.4,4115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Microbiology and Molecular Biology Reviews,3.165,Q1,287,47,85,9042,846,83,8.23,192.38,42.94,4326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Clinical Reviews in Allergy and Immunology,3.163,Q1,108,33,174,3960,2259,174,13.19,120,47.32,3895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
EuroIntervention,3.16,Q1,101,245,802,4492,3443,558,4.77,18.33,17.91,3805,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Trends in Microbiology,3.152,Q1,241,160,416,9149,4184,401,8.98,57.18,40.86,4199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mucosal Immunology,3.148,Q1,140,100,323,7122,2336,295,6.77,71.22,49.5,4131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
British Journal of Cancer,3.144,Q1,281,403,1332,19363,9854,1199,6.34,48.05,43.56,4031,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cold Spring Harbor Perspectives in Medicine,3.141,Q1,162,65,175,8011,1848,174,10.1,123.25,45.16,4040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Radiology: Artificial Intelligence,3.128,Q1,47,102,208,2442,2045,162,10.42,23.94,31.05,4131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
American Journal of Clinical Dermatology,3.104,Q1,116,78,236,6376,2090,216,8.51,81.74,47.2,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Experimental Hematology and Oncology,3.092,Q1,47,122,266,11300,2136,172,8.39,92.62,44.55,3777,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
American Journal of Hematology,3.076,Q1,137,366,1041,10869,5151,507,5.04,29.7,46.39,4006,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cellular and Molecular Gastroenterology and Hepatology,3.069,Q1,75,157,585,7427,3611,442,5.57,47.31,42.99,4040,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Europace,3.057,Q1,137,313,1121,11178,5836,856,5.52,35.71,24.65,3908,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Health systems in transition,3.055,Q1,46,1,11,0,124,11,12.11,0,42.86,4011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Current Obesity Reports,3.044,Q1,74,54,109,5355,1238,109,10.03,99.17,44.42,4088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Circulation: Cardiovascular Interventions,3.039,Q1,122,154,419,3247,1983,309,4.94,21.08,35.41,3984,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Circulation: Heart Failure,3.037,Q1,146,162,481,4287,2443,357,4.86,26.46,33.23,4152,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Clinical and Translational Medicine,3.03,Q1,24,0,96,0,625,47,6.82,0,0,3580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
JACC: Clinical Electrophysiology,3.027,Q1,75,379,899,7272,3577,493,3.82,19.19,24.62,3980,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
American Journal of Kidney Diseases,3.024,Q1,249,257,717,6668,4356,419,5.6,25.95,49.42,4041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
European Respiratory Review,3.005,Q1,103,115,314,11814,3113,295,10,102.73,47.59,4006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Obesity Reviews,3.005,Q1,210,188,484,17469,4354,461,8.64,92.92,55.95,4020,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinical Infectious Diseases,2.992,Q1,398,636,3916,16738,19934,2941,5.3,26.32,48.81,4222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Journal of Crohn's and Colitis,2.991,Q1,123,192,664,9320,4673,560,6.78,48.54,44.1,4039,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BMJ,2.976,Q1,519,2824,8465,26338,43402,4573,2.39,9.33,49.98,3957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
npj Breast Cancer,2.968,Q1,54,104,376,4432,2486,363,7,42.62,52.72,3974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Nano Today,2.962,Q1,190,444,778,32433,10503,746,11.52,73.05,39.52,4291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cancer,2.947,Q1,349,504,1639,16652,7292,1119,4.04,33.04,48.38,4030,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Molecular Aspects of Medicine,2.947,Q1,168,50,185,8355,1850,169,10.2,167.1,39.3,4109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Seminars in Immunopathology,2.945,Q1,126,23,161,2881,1393,146,8.73,125.26,46.91,4092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
JCI Insight,2.917,Q1,129,525,1647,31271,10796,1645,5.99,59.56,44.23,4168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Interdisciplinary Medicine,2.903,Q1,16,41,40,4967,556,39,13.9,121.15,42.9,4052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Blood Advances,2.901,Q1,98,691,2010,23670,11340,1713,5.31,34.25,46.07,4052,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alimentary Pharmacology and Therapeutics,2.892,Q1,217,536,1487,14664,4335,620,2.86,27.36,38.48,4058,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Biochimica et Biophysica Acta - Reviews on Cancer,2.885,Q1,166,162,440,28357,4789,437,8.92,175.04,45.91,4034,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cytokine and Growth Factor Reviews,2.877,Q1,187,66,160,9087,1659,154,11.49,137.68,48.18,3967,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
BMC Medicine,2.846,Q1,199,592,1302,34166,10426,1241,8.14,57.71,48.14,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Autoimmunity Reviews,2.844,Q1,161,142,450,14290,3881,346,7.72,100.63,45.26,4018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
JAMA Dermatology,2.839,Q1,198,296,819,4840,3807,443,4.49,16.35,50.74,3990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Basic Research in Cardiology,2.834,Q1,113,59,174,5083,1370,164,7.57,86.15,41.5,3805,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hypertension,2.788,Q1,307,297,1050,14772,7009,955,6.65,49.74,41.47,4064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Annual Review of Physical Chemistry,2.779,Q1,189,22,44,2694,512,44,11.64,122.45,31.82,4283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Liver Cancer,2.779,Q1,63,60,174,2554,1492,146,7.12,42.57,26.23,3988,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Cell Death and Disease,2.773,Q1,181,883,2937,50429,27255,2922,9.09,57.11,45.41,3912,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Cancer Letters,2.756,Q1,230,565,1156,44871,11123,1135,9.23,79.42,42.56,3902,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Anaesthesia,2.751,Q1,150,269,883,5581,3618,398,3.51,20.75,46.57,3910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Milbank Quarterly,2.745,Q1,119,47,171,3089,924,154,3.97,65.72,57.14,3903,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinical Microbiology and Infection,2.742,Q1,210,330,1251,9258,7065,788,5.61,28.05,50.08,4097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Current Opinion in Immunology,2.74,Q1,215,61,292,4374,1869,273,5.82,71.7,46.06,4080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Critical Care,2.738,Q1,229,452,1319,16089,9096,987,6.87,35.6,34.83,4086,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Multivariate Behavioral Research,2.711,Q1,104,91,191,5104,1076,190,3.57,56.09,36.13,3930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Stroke,2.702,Q1,54,48,150,1983,866,101,6.12,41.31,22.05,3852,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
mAbs,2.699,Q1,111,93,287,4873,1956,286,7.18,52.4,41.78,3767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Lancet Regional Health - Americas,2.698,Q1,37,283,598,8605,3257,409,5.45,30.41,50.22,4062,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
International Journal of Epidemiology,2.695,Q1,256,212,802,6478,4888,711,5.5,30.56,49.69,4047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
European Journal of Cancer,2.691,Q1,256,392,1795,12786,8867,1519,4.38,32.62,45.33,4042,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Genetics in Medicine,2.683,Q1,167,160,768,6038,4303,668,5.12,37.74,60.88,4052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Investigative Radiology,2.666,Q1,132,128,291,6320,2171,291,8.39,49.38,31.34,3960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Stroke,2.659,Q1,370,472,1757,15099,10494,1541,6.18,31.99,37.94,4051,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
JAMA Health Forum,2.653,Q1,33,274,855,4511,3080,561,3.98,16.46,51.39,3815,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nature Mental Health,2.613,Q1,13,146,121,8449,462,61,3.82,57.87,42.76,3974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cancer and Metastasis Reviews,2.596,Q1,175,82,189,13367,1528,162,8.26,163.01,44.07,3908,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Advances in Nutrition,2.591,Q1,145,144,470,11009,4393,434,8.86,76.45,66.42,3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Acta Neuropathologica Communications,2.588,Q1,97,194,574,9939,3454,553,5.41,51.23,40.2,3977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Alcohol Research: Current Reviews,2.582,Q1,118,8,34,1246,292,31,8.55,155.75,60,3905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OncoImmunology,2.542,Q1,124,116,555,5723,3440,519,5.94,49.34,45.36,3915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
The Lancet Regional Health - Western Pacific,2.534,Q1,41,298,814,11517,4330,520,5.7,38.65,47.98,3859,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"Arteriosclerosis, Thrombosis, and Vascular Biology",2.532,Q1,301,272,725,14842,4492,635,5.93,54.57,41.57,4004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
European Heart Journal - Quality of Care and Clinical Outcomes,2.507,Q1,42,82,294,2729,1274,245,4.46,33.28,27.99,3804,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
JACC: Basic to Translational Science,2.496,Q1,64,163,460,5837,1723,258,3.45,35.81,34.49,3984,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Current Opinion in Microbiology,2.495,Q1,208,112,345,7485,2559,321,7.68,66.83,51.99,3946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Molecular Cancer Therapeutics,2.493,Q1,206,149,518,7085,2980,510,4.96,47.55,40.58,3863,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gastric Cancer,2.489,Q1,106,118,318,4594,2182,305,6.13,38.93,30.24,3870,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Biomedical Technology,2.478,Q1,16,31,28,2928,383,26,13.68,94.45,37.67,3936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
British Journal of Psychiatry,2.471,Q1,264,189,465,3382,1868,293,3.33,17.89,43.45,3941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
American Journal of Health Economics,2.47,Q1,24,23,60,1086,204,60,1.79,47.22,43.14,3711,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MedComm,2.469,Q1,41,342,377,44646,3500,327,8.57,130.54,44.38,3849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
British Journal of Dermatology,2.459,Q1,214,529,1665,9319,5177,627,2.88,17.62,51.8,3926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BMJ Global Health,2.451,Q1,91,356,1539,16580,8805,1246,4.92,46.57,51.35,3891,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haematologica,2.449,Q1,172,545,1247,14446,5217,721,3.99,26.51,44.45,3960,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thorax,2.448,Q1,259,206,700,5329,3681,527,5.15,25.87,45,4024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Reviews in Endocrine and Metabolic Disorders,2.446,Q1,106,92,243,9602,2125,243,9.46,104.37,50.22,3787,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of the National Cancer Center,2.441,Q1,15,41,97,2568,874,87,10.08,62.63,50.81,3991,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
American Journal of Transplantation,2.439,Q1,229,332,1264,8935,6046,875,5.17,26.91,39.39,4031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
European Stroke Journal,2.433,Q1,42,185,261,6241,1440,239,3.68,33.74,33.97,3904,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immuno-Oncology and Technology,2.43,Q1,13,18,32,1043,189,30,7.35,57.94,44.83,3672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
